uuid,annotator,label,quality,duration_s,duration_tercile,cough_detected,slice
0f8d80f9-700e-4069-924d-e15f29d7c19a,3,wet,good,3.96,t1,0.9228,report
0f8fb3e0-1a30-4bd3-982a-24342a0bdc70,1,dry,ok,4.14,t1,0.9974,dev
0f8fb3e0-1a30-4bd3-982a-24342a0bdc70,2,dry,ok,4.14,t1,0.9974,dev
0f8fb3e0-1a30-4bd3-982a-24342a0bdc70,3,dry,good,4.14,t1,0.9974,dev
0fbbcd89-d79a-49ec-b207-c0f2f32d8d50,2,dry,ok,6.36,t1,0.9839,dev
1005ef8a-7d26-441e-bf06-8849165038d0,2,dry,ok,9.84,t2,0.9742,report
100fa960-30ee-4dfd-9364-38cf878709a0,2,dry,poor,9.96,t3,0.9933,report
10344906-5f7c-4d1d-93a8-56585cc33b2f,3,dry,good,4.2,t1,0.9229,report
105d18a9-f281-4e4c-bb7d-1ad9885696c9,3,wet,good,6.54,t1,0.9665,report
1063e6ef-babd-4765-b029-bf92475dc9e3,2,dry,ok,9.42,t2,0.8664,report
10aed3ae-9ec1-4041-bac6-90b1d4634aee,3,wet,good,9.6,t2,0.9922,report
111ccb19-92b9-43e2-b44a-38cde5bf0ca5,2,dry,ok,9.84,t2,0.8723,dev
1122a43f-1a4b-4292-903e-963b8463a56c,2,dry,ok,9.78,t2,0.8786,report
11837fe5-a206-4b9a-8fe4-1aec20701101,1,dry,ok,4.62,t1,0.9852,dev
11c1e2d8-52e2-4e32-8ab8-b858268e0ca9,3,wet,good,9.78,t2,0.9166,report
125243ce-cda2-4412-a38c-474dd3875d1f,2,dry,poor,9.9,t3,0.8354,dev
12a1f8a8-d986-477c-a186-501247d38869,3,dry,good,6.54,t1,0.9742,dev
12a7d4c8-1dea-4ba3-a9a9-73fbeca9cc96,2,dry,ok,6.78,t1,0.9713,dev
12e5c857-56f1-4e02-9490-8b75f25b3ea9,3,dry,good,9.78,t2,0.9838,report
134e5ac2-706b-4098-969e-18c24f0f0002,3,dry,good,4.2,t1,0.986,report
1351a8e1-f5e5-4a05-a6a9-4bac18393022,1,dry,ok,9.72,t2,0.995,report
13606b20-6081-484b-93e2-dd80648bfe06,2,dry,good,9.9,t3,0.9602,dev
136d62c4-8b6f-4227-809f-1cdfcf7a767b,2,wet,poor,9.9,t3,0.9918,report
13b55d58-ad6d-4cb4-933e-80622a4ff240,2,dry,poor,3.24,t1,0.989,dev
13be4c55-d212-4c7e-ab8d-04bf51b30b11,3,wet,good,9.6,t2,0.931,report
13cc16ff-2b44-4740-b7f4-e80cf7404d30,3,wet,good,7.62,t1,0.9818,report
13ddcdda-6ec1-458f-938c-9f0515a9b642,3,dry,good,6.54,t1,0.9958,report
13ec7c23-9c3d-42a7-90e7-ca621e8e2c33,2,dry,ok,9.96,t3,0.9896,report
14a3c119-bee8-435a-9193-d2ce7cb84a03,3,wet,good,8.28,t1,0.9934,report
14b9f356-c3dd-456f-9875-5125040d0c83,1,dry,ok,9.78,t2,0.8376,dev
150de1d1-3e1c-4319-8575-cc8b89f775f3,1,dry,ok,4.26,t1,0.9321,report
1510dd92-a632-48ad-b5e7-1853a9e8e61d,3,wet,good,4.56,t1,0.9916,dev
151ebdf7-c5cf-48ba-9105-49e69c639578,3,dry,good,9.9,t3,0.9862,report
154161ff-1243-49c0-a377-72992b6954e3,2,dry,good,9.3,t2,0.9274,report
159c098b-ec97-45cf-aeb7-ff389a98d95c,1,dry,good,9.78,t2,0.9393,report
15a0a034-354e-4637-b74c-9653763e0862,3,dry,good,9.78,t2,0.8624,dev
15a88a65-a01f-4d31-9cb3-a8b46bb8b780,2,dry,good,9.84,t2,0.9924,dev
161d1ac7-7dc1-440e-96e1-fa091f76d828,2,dry,ok,4.56,t1,0.9896,report
1645e119-c9ee-4cf8-9a87-31bcc8b025bb,2,dry,poor,9.66,t2,0.9735,report
164ff16d-2af8-4724-9a57-3b3bd7e17839,1,dry,good,8.28,t1,0.9968,report
16a0e4d0-f2aa-4737-99af-70b21b31d0a5,2,dry,poor,6.6,t1,0.9893,dev
16e8dea0-01da-416c-9478-0dfa748238fb,2,dry,ok,9.6,t2,0.9252,report
16f9b161-86c6-4af1-99cb-0ab327f10fed,3,dry,good,9.9,t3,0.9486,report
17584206-26c4-45db-9836-e79c6325327f,2,dry,ok,9.9,t3,0.9914,report
17c2e5aa-000c-4efe-aa47-c0a7229cd222,2,dry,ok,9.9,t3,0.9734,report
17e623e8-7179-4805-889b-83ba37063d21,1,dry,ok,9.96,t3,0.985,report
182246b0-9f77-4c40-976e-3c9342619819,3,wet,good,9.9,t3,0.9573,report
1853c64d-a058-471d-8409-84fd2afb5edd,2,dry,poor,9.84,t2,0.9935,report
18722fbe-d240-457a-a0fc-2d9d09bfbcc8,1,wet,ok,9.84,t2,0.984,report
191dca0e-7951-4aa3-9764-2761bd511955,3,wet,good,9.78,t2,0.9898,report
195f9381-cf35-45da-b0ae-cc4ed04e9283,2,dry,poor,9.84,t2,0.9866,dev
197fd3fd-2c59-41b3-836a-8c9d51b3fbb0,2,dry,ok,9.9,t3,0.9568,dev
198c88cb-8f41-4a79-9c4b-be606361e80b,3,wet,good,9.78,t2,0.9917,report
1a0d7c38-e644-4c5d-9ba0-bf9bdc0bffd6,2,dry,poor,7.92,t1,0.9473,report
1a324acb-12f7-4eef-8e8c-0c71a47280e2,3,wet,good,9.96,t3,0.965,dev
1a7b91c0-c8c4-4f99-9be9-9dc879976f0b,3,wet,good,9.72,t2,0.9857,report
1add9b29-ef49-4a03-b38f-c9391161e7bf,3,dry,good,5.46,t1,0.8437,report
1b1f2c9b-7cfa-4eb5-837d-36ae3d647c92,3,wet,good,4.08,t1,0.9782,dev
1b7a8173-80be-4905-bdaa-b471b228b1ed,1,dry,ok,3.3,t1,0.9508,dev
1ba36c5a-542c-4164-aa43-b1f01f23f94d,1,dry,ok,9.84,t2,0.9951,report
1c13288a-9ef9-4027-9ca6-06472a106fb1,1,dry,poor,9.96,t3,0.973,report
1c21cb68-6ea8-4aa1-af22-2e64007554d7,3,wet,good,9.78,t2,0.9355,report
1c34e7b6-708b-412c-b934-4af1e2990f67,2,dry,poor,9.6,t2,0.9555,report
1c4c4928-4a83-4fae-be54-48a557fb7739,2,dry,ok,7.5,t1,0.9573,report
1c7f79d6-70bb-4558-b5a9-0c94c9418610,3,wet,good,4.38,t1,0.9905,report
1c8853d4-5a0b-425e-b211-d20b2d16e35d,3,wet,good,9.3,t2,0.9103,report
1ca49e1b-7b7a-4442-8603-a41083fc49e3,2,dry,good,9.96,t3,0.9903,dev
1cc88f3a-3529-4cb8-a167-fc0cb5b0bfb6,2,dry,poor,3.54,t1,0.9977,report
1cd13fe6-9d35-4a86-82ff-a9af6b90d70b,1,dry,good,9.66,t2,0.8711,dev
1cd191f3-876f-4412-a667-7e406b294af9,2,dry,good,9.72,t2,0.9924,report
1cef13ee-037d-49cb-bbd3-bbb44328cd91,1,dry,good,3.18,t1,0.961,report
1d120109-bee0-4597-8fc6-c8eaf97cab5c,3,wet,good,9.96,t3,0.9131,report
1d19775f-175d-4fdd-8dfe-c080a0c8de45,2,dry,poor,8.28,t1,0.9666,dev
1d1dd53c-0b98-4ebd-a34b-e168bff6b7da,1,dry,ok,5.4,t1,0.9865,report
1d3f954c-8d15-4279-832b-e2487b96750f,1,dry,ok,9.78,t2,0.8709,dev
1d471862-8805-411b-bd10-2b8e9ffdf718,1,dry,ok,8.1,t1,0.9946,dev
1da3fe9f-2803-4d66-a43e-6c64bd2aef40,3,dry,good,9.72,t2,0.968,report
1dca9938-00dd-469a-a476-da7d21e90027,1,dry,ok,9.6,t2,0.995,dev
1dd3b212-e969-4ede-a9d9-f24b711e2028,1,dry,ok,9.84,t2,0.9818,report
1dd3b212-e969-4ede-a9d9-f24b711e2028,2,dry,ok,9.84,t2,0.9818,report
1dd3b212-e969-4ede-a9d9-f24b711e2028,3,dry,good,9.84,t2,0.9818,report
1de44182-c6f6-4059-bb54-1e8552999e03,3,wet,good,9.96,t3,0.8955,report
1e2fb96c-cc9c-450d-9474-b363b22adfe8,2,dry,good,9.9,t3,0.9903,report
1e3025cb-d921-485b-a08c-c2966fc4f730,2,wet,good,9.78,t2,0.9885,report
1e35ccdb-4d0c-4a40-884d-500fa21dae26,1,dry,ok,9.9,t3,0.996,report
1ed9491a-4036-4308-bc44-5036fc2e9f28,1,dry,ok,9.9,t3,0.9913,report
1ed9491a-4036-4308-bc44-5036fc2e9f28,2,dry,good,9.9,t3,0.9913,report
1ed9491a-4036-4308-bc44-5036fc2e9f28,3,dry,good,9.9,t3,0.9913,report
1f02c230-3a22-4ee1-81e4-7e7237b36c03,2,wet,good,10.02,t3,0.9897,dev
1f02c230-3a22-4ee1-81e4-7e7237b36c03,3,dry,good,10.02,t3,0.9897,dev
1fcd577a-af2b-4352-a735-a1d1a7e7d0b1,1,dry,ok,9.9,t3,0.971,report
2018bfea-0071-4aca-8d45-18dac4d65199,2,dry,good,9.78,t2,0.9534,dev
20638b85-0ab9-45cc-b257-9ce9986946de,3,wet,good,9.78,t2,0.8813,dev
2089c2bd-d408-429e-9f15-138343a5cc9c,3,dry,good,9.78,t2,0.9797,report
2137ce12-072a-499e-bf8d-5ef099aa4b6b,1,dry,ok,9.84,t2,0.993,report
213aff15-681f-4f36-a001-07dd623161d3,3,wet,good,9.84,t2,0.9714,report
214df3a3-e1d2-4c93-a515-011551db9173,1,dry,ok,9.84,t2,0.9948,report
21519b33-26a1-48ab-95e9-290188d9d7ed,2,dry,good,9.72,t2,0.9979,dev
21582038-eca3-4517-a16f-c34db540341b,2,dry,good,9.9,t3,0.9971,report
215cf805-8e9a-44ee-8721-20db30e34e3d,2,dry,ok,2.82,t1,0.8954,report
218f522f-d3b0-4370-a93f-e8a70d958950,1,dry,ok,9.9,t3,0.9981,dev
218f522f-d3b0-4370-a93f-e8a70d958950,2,dry,good,9.9,t3,0.9981,dev
218f522f-d3b0-4370-a93f-e8a70d958950,3,wet,good,9.9,t3,0.9981,dev
219fd505-5d9e-49ca-beef-e815feb78179,1,dry,ok,4.38,t1,0.9936,report
21ad6bc4-ecc4-4a22-b940-618bdd7ad20b,3,dry,good,9.78,t2,0.9642,report
21aee478-6d13-45ea-be4d-4f29fd244798,2,wet,good,9.9,t3,0.9967,dev
21aee478-6d13-45ea-be4d-4f29fd244798,3,wet,good,9.9,t3,0.9967,dev
21b2bb88-3b7f-4120-9a2a-ccee47298761,1,dry,good,9.96,t3,0.9932,dev
21c16c1c-46fc-4b80-b941-65d7c6e87555,1,wet,ok,9.72,t2,0.9321,dev
224ee66d-7c74-474d-8123-360b75ed739c,2,wet,ok,9.72,t2,0.9829,report
2295a6f8-08d5-467f-8534-8329c9083f28,1,wet,ok,9.72,t2,0.805,report
22975528-762e-4bd7-9f73-a3da0b485cb4,3,wet,good,9.36,t2,0.836,dev
22cb791b-2eba-480f-9eb3-69018bd25a04,3,dry,good,7.8,t1,0.9952,report
22dcfcdd-52a8-4b42-9c50-c0a3696382a9,2,dry,good,5.7,t1,0.937,report
23757c39-1cc1-4c17-bdda-b8b44c42a68e,2,dry,ok,5.22,t1,0.9699,report
239862c9-653a-46c7-ba74-2511aab54340,2,dry,good,3.24,t1,0.8725,dev
240021ec-048e-431d-9548-11d7c234389e,2,dry,poor,9.72,t2,0.9588,report
24209c21-c5d7-42a1-905c-e594037feb43,2,dry,good,9.66,t2,0.9793,report
244d35b5-565c-4a3b-a1bd-baa8f899f9d2,3,wet,good,9.72,t2,0.9914,dev
24526b28-3377-4f1e-942f-8e3f6d38e44b,1,dry,ok,5.16,t1,0.9607,report
2455598e-8a2c-457a-846c-1af4993e582f,2,wet,good,9.84,t2,0.9934,report
2457c496-0a45-4c4c-942f-5598c39c9b89,3,dry,good,9.9,t3,0.9966,dev
24dc7236-522f-4120-b76d-65538ab32b5b,3,dry,good,9.78,t2,0.9962,dev
255387fa-5934-4b9b-8c6d-9de47c3841b0,3,wet,good,9.96,t3,0.8543,dev
2561c0c9-c4d4-4d63-8c8a-610d6eafe593,1,dry,ok,9.9,t3,0.9727,report
259ecdd2-5641-4b33-966d-7cf0b3af87a5,2,dry,ok,9.96,t3,0.9687,dev
25a6fb1b-a42c-4728-a2bf-d0613e17d1d7,1,dry,ok,9.84,t2,0.9662,report
25b1b7c0-f939-426a-bffa-ac64888a00b4,2,dry,ok,6.42,t1,0.9609,report
25b750e5-8a76-4c13-9fd8-851e45d1b5ed,2,dry,ok,9.84,t2,0.9962,report
25d5e8bc-0203-4909-aebb-00df700417b9,2,dry,good,9.78,t2,0.9854,report
26abd7b6-569b-41ed-955e-0481ed0368dd,3,dry,good,9.84,t2,0.9914,report
26ce1218-1d55-4f45-a0f5-643c0f92c2c2,1,dry,ok,9.78,t2,0.9682,dev
26f9e573-3e23-424c-a75a-d2b1a91a575c,3,dry,good,9.84,t2,0.9789,report
271dc530-49dd-4f49-913d-28475b4a150b,2,dry,ok,7.08,t1,0.854,report
274fee77-6d89-4b0f-962e-28969658b430,2,dry,good,9.9,t3,0.9068,dev
27bfbb49-3141-4d9e-9746-0e830e859907,2,dry,ok,5.28,t1,0.9707,report
27c2cc15-dd1e-455a-8bca-59794d2fe98f,1,dry,ok,9.78,t2,0.9759,dev
2830e2c6-92b6-4e2c-acb0-763e0ff6d0a7,3,wet,good,2.46,t1,0.8896,report
285e7f6f-503a-41f0-ac3b-173433a8cf40,2,dry,good,5.58,t1,0.9826,report
28757e31-b8f6-408c-982e-a016170ab3ef,2,dry,ok,6.78,t1,0.9865,report
28b30c43-8b77-436a-a181-9b36ec9f0553,2,wet,good,6.9,t1,0.9744,report
28c08126-f32e-4337-b4b1-cba26602f185,2,dry,good,8.7,t1,0.962,report
28c76cca-15d8-490a-a785-9bbb5c21fd26,1,dry,ok,4.92,t1,0.9298,report
28cb1fbb-ff5a-4ab6-b676-0d3d0e8c9235,2,wet,ok,9.96,t3,0.9937,dev
28d173a5-6b04-4c7b-8b29-84e670dc6c35,3,dry,good,8.28,t1,0.9912,dev
28d4e487-0d9d-4911-951d-5de7fcb5c986,1,wet,ok,8.34,t1,0.983,report
28de837b-8dbf-43a8-a90f-04e644a04933,3,wet,good,9.78,t2,0.9904,report
296446a3-d81c-4aaa-897f-d80c849b95b0,3,dry,good,9.9,t3,0.928,dev
2989f5c7-1b1c-42aa-9f44-05e8d6fea729,1,dry,ok,9.84,t2,0.9797,report
29b6542b-6a40-474c-9eb1-787ebfbab90d,1,dry,ok,9.9,t3,0.978,report
2a7328f9-4c7b-461e-8975-0809d0c49de9,2,dry,ok,4.62,t1,0.9629,report
2aa1d5be-0191-4540-9159-77ec1faa4094,3,dry,good,9.24,t2,0.9948,report
2aa8f538-07ca-41f3-b20a-8d9e5ef24cfe,3,wet,good,9.9,t3,0.847,report
2b1bb7d6-5ebd-4511-878d-002dd69f0d1a,1,wet,ok,4.86,t1,0.989,report
2b243e9c-37f2-4552-ac69-4cdf0e070b9a,2,dry,good,9.96,t3,0.982,report
2bb66cf8-ae01-4f8d-93d2-3bc4b08c08f8,2,dry,good,9.96,t3,0.9896,report
2bcc1031-937f-46b2-af1d-fd593a0b5d39,3,wet,good,9.36,t2,0.9356,report
2c16ec6e-321d-4d18-82f4-9e5f59e32449,1,dry,ok,5.64,t1,0.9785,report
2c2afa09-cefb-410b-b6b8-ce54887ea23d,1,dry,ok,9.66,t2,0.994,report
2c333872-8c6f-4818-a011-7a5efb063509,1,dry,ok,9.9,t3,0.8154,report
2c38b55e-7a52-4b23-a4a5-f0da83cd2cba,1,dry,ok,7.5,t1,0.9377,report
2ca9e925-859f-417e-838b-681d77639839,2,dry,ok,9.72,t2,0.9948,report
2cba06c6-a2af-4307-b53b-cdde40ee9492,2,dry,good,5.94,t1,0.9826,report
2cc2fd2e-6314-424a-977b-7237f935fb65,1,dry,good,9.84,t2,0.9845,report
2cc2fd2e-6314-424a-977b-7237f935fb65,2,wet,good,9.84,t2,0.9845,report
2cc2fd2e-6314-424a-977b-7237f935fb65,3,dry,good,9.84,t2,0.9845,report
2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba,1,wet,ok,9.9,t3,0.8384,dev
2d945d23-990e-4f00-91a6-b4de59fcb2a6,3,dry,good,9.9,t3,0.8943,report
2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad,2,dry,ok,8.04,t1,0.9769,report
2de3fb8f-20a6-4fa5-8428-11cad3338d37,2,wet,ok,9.78,t2,0.9936,dev
2df9d90f-7616-482f-ae5a-e0c8d3ee4289,2,dry,good,9.78,t2,0.9844,report
2e0e732f-3cf5-4fb6-9762-aae4ab603d4d,1,dry,ok,9.36,t2,0.8599,dev
2e349a58-b119-4b15-8b3f-5a5c6416bca4,2,wet,good,7.14,t1,0.9477,dev
2e41a2bd-6462-407d-8078-9f7b86a54f52,3,wet,good,9.78,t2,0.9578,report
2e80e707-3bbc-4dda-aeb0-c6afa96dab97,2,dry,good,9.84,t2,0.982,report
2e9f905a-697c-48db-883e-7e905873172f,1,wet,ok,9.36,t2,0.965,report
2f63ad4e-0441-454b-a5b1-20c88f864433,1,dry,ok,9.96,t3,0.9668,report
2f7f0c1b-782b-4b90-9f0b-ed60edfeab89,1,dry,ok,4.14,t1,0.9971,dev
2f9750bf-c157-4326-b12f-b0fd5b6ec229,3,dry,good,5.46,t1,0.9369,dev
306ec0c0-fb62-4471-a2d7-d05b752a7268,1,dry,good,4.02,t1,0.8907,report
30a6ca1c-0b72-4ad2-9226-e9bb06add48d,3,wet,good,7.8,t1,0.8808,report
30b9a320-705b-452a-9ff9-daa6f5639085,2,dry,good,5.28,t1,0.9825,report
30d927be-7a71-4e50-b8cf-ed9ff6f8dca4,1,dry,ok,4.26,t1,0.9577,dev
30f275f4-7248-4909-9753-f9d7b294d3bd,2,dry,ok,9.84,t2,0.8522,report
30fa4631-eba2-44d7-ba44-4ef930092d45,1,dry,ok,9.96,t3,0.9396,report
30fee754-9e9d-4113-ba50-d18e382d3200,1,dry,ok,9.96,t3,0.9925,report
310167e5-7156-46a6-80b2-2a14ec7dff52,2,dry,good,9.96,t3,0.8939,report
314cd5c3-0030-4ea1-83b3-d6845897b903,1,dry,ok,9.9,t3,0.9954,report
314cd5c3-0030-4ea1-83b3-d6845897b903,2,dry,good,9.9,t3,0.9954,report
314cd5c3-0030-4ea1-83b3-d6845897b903,3,wet,good,9.9,t3,0.9954,report
314e4ee9-ee77-4abc-a5fb-4e52142c57a5,1,dry,ok,9.72,t2,0.8966,dev
3169ae75-df07-48b3-a04c-b33cd3b10b30,3,dry,good,9.6,t2,0.8568,dev
318642a7-90a0-484e-b40c-30286ae88037,3,dry,good,4.74,t1,0.9711,dev
31874a9d-4405-40c4-b088-b0b16fa94690,1,dry,ok,3.96,t1,0.9964,report
31a557c8-eaf3-4ab7-b374-5b8b659222c8,3,dry,good,6.6,t1,0.8905,report
31b8dc8d-3fbd-4e0c-bbae-def12bc16ea2,3,wet,good,4.62,t1,0.9736,report
31e5a9cf-6a3e-43a3-8e0f-65c99f5748e9,1,dry,ok,9.78,t2,0.8816,dev
31e5a9cf-6a3e-43a3-8e0f-65c99f5748e9,2,dry,ok,9.78,t2,0.8816,dev
31e5a9cf-6a3e-43a3-8e0f-65c99f5748e9,3,wet,good,9.78,t2,0.8816,dev
31f74e48-2e55-4167-980d-d328138a71a9,2,dry,ok,6.6,t1,0.9858,report
32233260-588c-4431-a326-4a0ea6c669c5,1,dry,ok,9.78,t2,0.9979,dev
3245eebf-f4d3-4a72-ba74-26a5af5da2d1,3,dry,good,9.36,t2,0.9977,report
3259a18f-c4d3-489b-8ed1-2d2b9fbaebbd,2,dry,good,9.84,t2,0.9707,report
3278e364-afdd-4c39-9126-b8b4a4caf1c5,1,wet,ok,9.78,t2,0.8316,dev
3278e364-afdd-4c39-9126-b8b4a4caf1c5,2,wet,ok,9.78,t2,0.8316,dev
3278e364-afdd-4c39-9126-b8b4a4caf1c5,3,wet,good,9.78,t2,0.8316,dev
332d696d-74bf-49ef-998a-764316780ee5,2,wet,ok,4.92,t1,0.9417,report
335a56cc-66bf-4dd0-a60b-f7a596e43c08,2,dry,good,9.54,t2,0.9759,report
336b15df-b282-4956-bb68-548ec950bb2f,3,wet,good,9.84,t2,0.9587,report
337cd5d6-ba5c-47d0-bc3f-15d4a75b747c,3,wet,good,9.9,t3,0.9104,dev
338f9eb0-d1eb-4448-b183-15d75afece8c,3,wet,good,5.16,t1,0.9969,report
33d67255-2abf-4ed0-8779-7c2f9251462d,3,wet,good,9.84,t2,0.9461,report
33dd938d-7654-4238-a207-cbc3fad63349,1,dry,ok,9.78,t2,0.9795,dev
33ed7ec5-c28f-4397-90ac-f64af5d0393e,1,dry,ok,4.02,t1,0.9546,report
