participant_identifier,duration_s,rms,peak,clip_frac,near_silence_frac,zero_frac,size_bytes,sample_rate,log_rms,crest_factor
P0007877,3.6693333333333333,3276.4728197643944,31279.0,0.0,0.6617971021075582,0.5621309502180233,352300.0,48000.0,8.094827922625404,9.546546460360894
P0007878,3.2426666666666666,2372.6198503202504,32767.0,6.424753289473684e-06,0.8437564247532895,0.7165912828947368,311340.0,48000.0,7.772171431900966,13.810471995993534
P0007879,1.9626666666666666,1736.744759533694,25672.0,0.0,0.6732867697010869,0.1824898097826087,188460.0,48000.0,7.460343436314241,14.781676961488575
P0007880,2.972154195011338,338.45306252497073,4786.0,0.0,0.7778549194335938,0.05446624755859375,262188.0,44100.0,5.827335682727788,14.140808667177456
P0007881,4.73687074829932,2111.417259965256,32768.0,9.574142156862745e-06,0.7229099647671569,0.38112745098039214,417836.0,44100.0,7.655588191583934,15.519433615183996
P0007882,3.498666666666667,2326.009012858958,32768.0,4.763719512195122e-05,0.600514481707317,0.06862137957317073,335916.0,48000.0,7.752339036461511,14.087649625961642
P0007883,4.522666666666667,4316.60655680751,27484.0,0.0,0.25980247641509435,0.06938200176886793,434220.0,48000.0,8.370456489926475,6.367038468365839
P0007887,1.536,977.9498517528406,20218.0,0.0,0.8120524088541666,0.1303032769097222,147500.0,48000.0,6.886480417268407,20.6738617156507
P0007888,4.352,2524.596323231159,32765.0,0.0,0.6580355775122549,0.05626244638480392,417836.0,48000.0,7.834232481442579,12.978312492371861
P0007890,4.73687074829932,557.0495831433617,8518.0,0.0,0.7583199295343137,0.14364085477941177,417836.0,44100.0,6.324447817113472,15.291277936011893
P0007891,4.458231292517007,3515.8527406986136,32768.0,2.0345052083333332e-05,0.748046875,0.410186767578125,393260.0,44100.0,8.165321760883309,9.320071805248462
P0007892,5.479909297052155,2052.962842745348,29204.0,0.0,0.8078489141949152,0.13122351694915255,483372.0,44100.0,7.627526300132736,14.225293995546647
P0007893,3.84,2253.960493277813,32767.0,5.967881944444444e-05,0.6508897569444444,0.11507703993055556,368684.0,48000.0,7.720887732172582,14.537521885458688
P0007894,11.434666666666667,2455.1859833406183,32768.0,1.4575559701492537e-05,0.5650962715718284,0.044388045125932835,1097772.0,48000.0,7.806365012515842,13.346443089171306
P0007895,1.536,3038.9005062554265,29381.0,0.0,0.7654351128472222,0.7503662109375,147500.0,48000.0,8.019580065659236,9.668299419316623
P0007896,5.205333333333333,1488.558629453658,32767.0,8.004610655737705e-06,0.8782698834528688,0.15673427894467212,499756.0,48000.0,7.306235133213966,22.01256930807245
P0007898,3.1573333333333333,119.17946982499144,2404.0,0.0,0.82861328125,0.17044974662162163,303148.0,48000.0,4.788986207388241,20.17125939148724
P0007899,3.7546666666666666,1239.2458502001634,11081.0,0.0,0.7978293678977273,0.5550703568892046,360492.0,48000.0,7.123064905237373,8.941728550635252
P0007901,2.8792743764172335,3377.31711666724,32768.0,0.001472719254032258,0.5888593119959677,0.03023405997983871,253996.0,44100.0,8.125132970009304,9.702375840953303
P0007903,6.965986394557823,87.78079324522203,7019.0,0.0,0.87884765625,0.3314973958333333,614444.0,44100.0,4.48617033432004,79.9605442196444
P0007904,3.7546666666666666,2312.6142085287647,32768.0,0.0006991299715909091,0.8552190607244318,0.101806640625,360492.0,48000.0,7.7465661732529725,14.16924616269314
P0007905,2.7306666666666666,2639.2859924238387,32768.0,0.0011138916015625,0.7061004638671875,0.1331024169921875,262188.0,48000.0,7.878642520736616,12.415479070494541
P0007906,2.3893333333333335,3462.3915650792574,28361.0,0.0,0.6357945033482143,0.5798601422991071,229420.0,48000.0,8.150003609069932,8.191159049147753
P0007909,2.304,5132.299759597552,32768.0,5.425347222222222e-05,0.4408637152777778,0.05245406539351852,221228.0,48000.0,8.543503959374084,6.384662146577952
P0007910,3.4133333333333336,2764.3465012069946,32767.0,3.662109375e-05,0.765020751953125,0.72120361328125,327724.0,48000.0,7.924921222997152,11.853434432217927
P0007911,1.536,4248.255236443385,32768.0,0.005357530381944444,0.4829237196180556,0.0840115017361111,147500.0,48000.0,8.354499008078497,7.713284201686871
P0007912,4.693333333333333,1228.017218383049,32768.0,2.6633522727272726e-05,0.7865988991477273,0.05333362926136364,450604.0,48000.0,7.113970119543606,26.68366494332994
P0007915,1.8773333333333333,971.8502633085408,20355.0,0.0,0.8758212002840909,0.8445490056818182,180268.0,48000.0,6.880230178574223,20.944584539888936
P0007918,4.693333333333333,1875.7409601897766,32767.0,8.877840909090909e-06,0.7756303267045455,0.2213068181818182,450604.0,48000.0,7.537292019705013,17.468830022599366
P0007919,3.6693333333333333,2860.5924933790866,31166.0,0.0,0.747081667877907,0.47357035792151164,352300.0,48000.0,7.959133564716279,10.89494574013027
P0007920,4.096,2954.319151939189,32768.0,2.5431315104166668e-05,0.38104248046875,0.022496541341145832,393260.0,48000.0,7.991361928048517,11.091557247117423
P0007921,5.205333333333333,1946.2495907520272,32767.0,1.2006915983606557e-05,0.9210905481557377,0.9067743019979508,499756.0,48000.0,7.574173189632891,16.83597014261776
P0007922,5.034666666666666,1047.5549979075506,22666.0,0.0,0.863475734904661,0.8273222325211864,483372.0,48000.0,6.955168302860023,21.637050126487676
P0007923,4.458231292517007,1908.3052276598362,27602.0,0.0,0.7960561116536459,0.0754852294921875,393260.0,44100.0,7.554494699713804,14.464143156927785
P0007924,3.498666666666667,71.0563009448382,1875.0,0.0,0.9333972465701219,0.4163014481707317,335916.0,48000.0,4.277447771013718,26.387526159421046
P0007925,4.266666666666667,1368.0222681992652,30167.0,0.0,0.7811767578125,0.331708984375,409644.0,48000.0,7.2218520911892226,22.0515416314728
P0007926,3.328,3104.597133472452,32768.0,1.2520032051282051e-05,0.4478290264423077,0.04004532251602564,319532.0,48000.0,8.040961289395403,10.554670571166463
P0007927,2.9013333333333335,75.76028131479318,1822.0,0.0,0.9599465762867647,0.9118149701286765,278572.0,48000.0,4.340687335994602,24.04954110987681
P0007928,2.474666666666667,2154.6933157518692,30605.0,0.0,0.14576037176724138,0.018091662176724137,237612.0,48000.0,7.675867675042507,14.203877543151117
P0007929,2.986666666666667,2525.1324438017573,32768.0,2.7901785714285713e-05,0.6341448102678572,0.09557059151785714,286764.0,48000.0,7.834444733761472,12.976745073479231
P0007931,2.1333333333333333,2749.788060618547,32768.0,0.00080078125,0.61521484375,0.100458984375,204844.0,48000.0,7.919642717105648,11.916554758993728
P0007933,3.4133333333333336,3295.206458435805,32768.0,0.00142822265625,0.70050048828125,0.069000244140625,327724.0,48000.0,8.10052752815615,9.944141714126353
P0007934,11.861333333333333,2736.3741613458797,28852.0,0.0,0.6696724651528777,0.40855440647482016,1138732.0,48000.0,7.914754404610048,10.543879710440864
P0007935,6.656,2186.7201723474627,29454.0,0.0,0.6770144731570513,0.6185803535657052,639020.0,48000.0,7.69061526338286,13.469487487449028
P0007936,3.498666666666667,2155.7591027786557,32768.0,2.977324695121951e-05,0.7689298304115854,0.16396127096036586,335916.0,48000.0,7.676361958547599,15.200214141621222
P0007937,2.3893333333333335,2378.0436081357975,32767.0,3.487723214285714e-05,0.7352469308035714,0.10210309709821429,229420.0,48000.0,7.774453840582959,13.778973559561011
P0007938,2.9013333333333335,1872.544212112357,30033.0,0.0,0.8626206341911765,0.3405977136948529,278572.0,48000.0,7.535587216627492,16.03860662179223
P0007939,5.290666666666667,1500.3259976522938,27001.0,0.0,0.9078329763104839,0.8867345010080645,507948.0,48000.0,7.314103995028663,17.9967553999818
P0007940,2.3893333333333335,1518.8538289879193,28627.0,0.0,0.8024553571428571,0.7386823381696429,229420.0,48000.0,7.326369444076632,18.847764974893344
P0007942,3.1579138321995464,2040.6158962970997,32767.0,2.1541819852941178e-05,0.7156767003676471,0.3211669921875,278572.0,44100.0,7.621496879315838,16.057407011012177
P0007944,5.461333333333333,507.56064212582584,9911.0,0.0,0.9071998596191406,0.177215576171875,524332.0,48000.0,6.231584465262691,19.52673075372835
P0007945,3.622312925170068,5852.83375181317,32768.0,6.2600160256410254e-06,0.5452223557692307,0.2869403545673077,319532.0,44100.0,8.674852067773266,5.598655521326415
P0007946,2.816,243.7823622862668,4459.0,0.0,0.8781516335227273,0.11112837357954546,270380.0,48000.0,5.500369498558278,18.29090487992577
P0007947,3.2426666666666666,2462.563192007192,32309.0,0.0,0.8457095497532895,0.8080990439967105,311340.0,48000.0,7.809364032967061,13.120069407702136
P0007948,3.328,2388.899161096072,32768.0,0.001226963141025641,0.7544821714743589,0.13969851762820512,319532.0,48000.0,7.7790064520254365,13.71677822723656
P0007949,8.021333333333333,2383.0518889678888,32768.0,0.0006596991356382978,0.691411444481383,0.10976978058510638,770092.0,48000.0,7.77655679345504,13.750434957661886
P0007950,5.802666666666667,1746.7214566170546,30570.0,0.0,0.7642319623161765,0.34992173138786764,557100.0,48000.0,7.4660681937565485,17.50135940918058
P0007951,2.816,3083.2248316945966,32768.0,0.0001923532196969697,0.595651337594697,0.06601414535984848,270380.0,48000.0,8.03405563465066,10.627833449946458
P0007952,4.608,2173.0684900479823,32768.0,0.0005063657407407407,0.8493381076388888,0.22111906828703703,442412.0,48000.0,7.684355571346814,15.079138163409377
P0007953,8.448,1295.021521715611,27789.0,0.0,0.6847725299873737,0.09296332465277778,811052.0,48000.0,7.167054483036383,21.458330640840927
P0007955,3.072,532.9848442157457,7941.0,0.0,0.8786485460069444,0.2513156467013889,294956.0,48000.0,6.280367456938976,14.899110333371283
P0007956,3.7546666666666666,3712.616770517663,29133.0,0.0,0.5770818536931818,0.49732555042613635,360492.0,48000.0,8.219761551483064,7.84702591211159
P0007959,4.010666666666666,3550.7761688478904,32768.0,0.0024829621010638296,0.688954454787234,0.05693151595744681,385068.0,48000.0,8.17520308659944,9.228404844967432
P0007960,6.4,2415.802888305767,32767.0,3.2552083333333335e-06,0.7125944010416667,0.59630859375,614444.0,48000.0,7.790200825166819,13.563606599943403
P0007961,3.925333333333333,2485.570092084501,32768.0,0.0008863366168478261,0.8862092391304348,0.1306099269701087,376876.0,48000.0,7.818659566812185,13.183293484395858
P0007962,3.7546666666666666,1150.5082678816352,31899.0,0.0,0.82098388671875,0.09242387251420454,360492.0,48000.0,7.0488278993319105,27.726006748918085
P0007964,5.376,3344.9910118784364,32768.0,0.0038132440476190475,0.8139454675099206,0.27330961681547616,516140.0,48000.0,8.115518195314362,9.79613992492876
P0007965,3.2426666666666666,1544.4575751594516,24188.0,0.0,0.7944528680098685,0.716417814555921,311340.0,48000.0,7.343075310635353,15.661161814358767
P0007966,1.792,5995.393644638467,32768.0,2.3251488095238094e-05,0.4551362537202381,0.0712890625,172076.0,48000.0,8.698913508274758,5.465529361745604
P0007968,3.2426666666666666,426.95585630777543,6591.0,0.0,0.7435559724506579,0.14771150287828946,311340.0,48000.0,6.059020050794742,15.43719310230839
